2024-01-17 14:28:05, 0 mm, 0 Hz
2024-01-25 14:17:33, 33.97830677032471 mm, 0.030000000000000002 Hz
2024-01-25 14:17:33, 34.03663444519043 mm, 0.030000000000000002 Hz
2024-01-25 14:17:33, 34.02144813537598 mm, 0.030000000000000002 Hz
2024-01-25 14:17:33, 33.97777462005615 mm, 0.030000000000000002 Hz
2024-01-25 14:17:33, 33.95664596557617 mm, 0.030000000000000002 Hz
2024-01-25 14:17:33, 33.91097545623779 mm, 0.030000000000000002 Hz
2024-01-25 14:17:33, 33.94972229003906 mm, 0.030000000000000002 Hz
2024-01-25 14:17:33, 34.00829601287842 mm, 0.04666666666666667 Hz
2024-01-25 14:17:34, 34.00960350036621 mm, 0.04666666666666667 Hz
2024-01-25 14:17:34, 33.96788692474365 mm, 0.030000000000000002 Hz
2024-01-25 14:17:34, 33.9554500579834 mm, 0.030000000000000002 Hz
2024-01-25 14:17:34, 33.938026428222656 mm, 0.030000000000000002 Hz
2024-01-25 14:17:34, 33.94675540924072 mm, 0.030000000000000002 Hz
2024-01-25 14:17:34, 33.98480701446533 mm, 0.030000000000000002 Hz
2024-01-25 14:17:34, 33.991825103759766 mm, 0.030000000000000002 Hz
2024-01-25 14:17:34, 33.95043182373047 mm, 0.030000000000000002 Hz
2024-01-25 14:17:34, 34.028443336486816 mm, 0.030000000000000002 Hz
2024-01-25 14:17:34, 34.00629901885986 mm, 0.030000000000000002 Hz
2024-01-25 14:17:34, 33.97177791595459 mm, 0.030000000000000002 Hz
2024-01-25 14:17:34, 33.9312744140625 mm, 0.04666666666666667 Hz
2024-01-25 14:17:35, 33.94040107727051 mm, 0.030000000000000002 Hz
2024-01-25 14:17:35, 33.968384742736816 mm, 0.030000000000000002 Hz
2024-01-25 14:17:35, 33.99077224731445 mm, 0.030000000000000002 Hz
2024-01-25 14:17:35, 33.999369621276855 mm, 0.030000000000000002 Hz
2024-01-25 14:17:35, 33.96116352081299 mm, 0.030000000000000002 Hz
2024-01-25 14:17:35, 33.9158878326416 mm, 0.04666666666666667 Hz
2024-01-25 14:17:35, 33.84019660949707 mm, 0.04666666666666667 Hz
2024-01-25 14:17:35, 33.75139045715332 mm, 0.04666666666666667 Hz
2024-01-25 14:17:35, 33.756606101989746 mm, 0.04666666666666667 Hz
2024-01-25 14:17:35, 33.79173946380615 mm, 0.04666666666666667 Hz
2024-01-25 14:17:35, 33.8622350692749 mm, 0.04666666666666667 Hz
2024-01-25 14:17:35, 33.919063568115234 mm, 0.04666666666666667 Hz
2024-01-25 14:17:36, 33.96589279174805 mm, 0.04666666666666667 Hz
2024-01-25 14:17:36, 33.96738910675049 mm, 0.04666666666666667 Hz
2024-01-25 14:17:36, 33.937843322753906 mm, 0.04666666666666667 Hz
2024-01-25 14:17:36, 33.8660831451416 mm, 0.09333333333333334 Hz
2024-01-25 14:17:36, 33.81955146789551 mm, 0.09333333333333334 Hz
2024-01-25 14:17:36, 33.83789348602295 mm, 0.09333333333333334 Hz
2024-01-25 14:17:36, 33.89908504486084 mm, 0.09333333333333334 Hz
2024-01-25 14:17:36, 33.88021373748779 mm, 0.09333333333333334 Hz
2024-01-25 14:17:36, 33.83854866027832 mm, 0.09333333333333334 Hz
2024-01-25 14:17:36, 33.841057777404785 mm, 0.09333333333333334 Hz
2024-01-25 14:17:36, 33.82837200164795 mm, 0.09333333333333334 Hz
2024-01-25 14:17:36, 33.83156204223633 mm, 0.09333333333333334 Hz
2024-01-25 14:17:37, 33.85687065124512 mm, 0.09333333333333334 Hz
2024-01-25 14:17:37, 33.830589294433594 mm, 0.09333333333333334 Hz
2024-01-25 14:17:37, 33.86505889892578 mm, 0.09333333333333334 Hz
2024-01-25 14:17:37, 33.89909076690674 mm, 0.09333333333333334 Hz
2024-01-25 14:17:37, 33.918731689453125 mm, 0.09333333333333334 Hz
2024-01-25 14:17:37, 33.996628761291504 mm, 0.04666666666666667 Hz
2024-01-25 14:17:37, 34.04728031158447 mm, 0.04666666666666667 Hz
2024-01-25 14:17:37, 34.098318099975586 mm, 0.04666666666666667 Hz
2024-01-25 14:17:37, 34.10493564605713 mm, 0.04666666666666667 Hz
2024-01-25 14:17:37, 34.09983158111572 mm, 0.04666666666666667 Hz
2024-01-25 14:17:37, 34.09592628479004 mm, 0.04666666666666667 Hz
2024-01-25 14:17:37, 34.09269046783447 mm, 0.04666666666666667 Hz
2024-01-25 14:17:38, 34.093302726745605 mm, 0.04666666666666667 Hz
2024-01-25 14:17:38, 34.02117919921875 mm, 0.09333333333333334 Hz
2024-01-25 14:17:38, 34.01259899139404 mm, 0.09333333333333334 Hz
2024-01-25 14:17:38, 33.994754791259766 mm, 0.09333333333333334 Hz
2024-01-25 14:17:38, 34.038888931274414 mm, 0.09333333333333334 Hz
2024-01-25 14:17:38, 34.01490497589111 mm, 0.09333333333333334 Hz
2024-01-25 14:17:38, 34.02495574951172 mm, 0.09333333333333334 Hz
2024-01-25 14:17:38, 34.07423686981201 mm, 0.09333333333333334 Hz
2024-01-25 14:17:38, 34.16530895233154 mm, 0.09333333333333334 Hz
2024-01-25 14:17:38, 34.16423320770264 mm, 0.09333333333333334 Hz
2024-01-25 14:17:39, 34.16128921508789 mm, 0.09333333333333334 Hz
2024-01-25 14:17:39, 34.14692974090576 mm, 0.09333333333333334 Hz
2024-01-25 14:17:39, 34.07689189910889 mm, 0.09333333333333334 Hz
2024-01-25 14:17:39, 34.10798263549805 mm, 0.09333333333333334 Hz
2024-01-25 14:17:39, 34.08243942260742 mm, 0.09333333333333334 Hz
2024-01-25 14:17:39, 34.05087661743164 mm, 0.09333333333333334 Hz
2024-01-25 14:17:39, 34.06282997131348 mm, 0.09333333333333334 Hz
2024-01-25 14:17:39, 34.03596782684326 mm, 0.09333333333333334 Hz
2024-01-25 14:17:39, 34.0737247467041 mm, 0.09333333333333334 Hz
2024-01-25 14:17:39, 34.10476112365723 mm, 0.09333333333333334 Hz
2024-01-25 14:17:39, 34.127583503723145 mm, 0.09333333333333334 Hz
2024-01-25 14:17:40, 34.18113327026367 mm, 0.09333333333333334 Hz
2024-01-25 14:17:40, 34.165011405944824 mm, 0.09333333333333334 Hz
2024-01-25 14:17:40, 34.17744541168213 mm, 0.09333333333333334 Hz
2024-01-25 14:17:40, 34.21589756011963 mm, 0.09333333333333334 Hz
2024-01-25 14:17:40, 34.268494606018066 mm, 0.09333333333333334 Hz
2024-01-25 14:17:40, 34.27961826324463 mm, 0.09333333333333334 Hz
2024-01-25 14:17:40, 34.2200288772583 mm, 0.09333333333333334 Hz
2024-01-25 14:17:40, 34.186912536621094 mm, 0.09333333333333334 Hz
2024-01-25 14:17:40, 34.19267463684082 mm, 0.09333333333333334 Hz
2024-01-25 14:17:40, 34.261545181274414 mm, 0.09333333333333334 Hz
2024-01-25 14:17:41, 34.25045585632324 mm, 0.09333333333333334 Hz
2024-01-25 14:17:41, 34.222389221191406 mm, 0.09333333333333334 Hz
2024-01-25 14:17:41, 34.23214244842529 mm, 0.09333333333333334 Hz
2024-01-25 14:17:41, 34.27770137786865 mm, 0.09333333333333334 Hz
2024-01-25 14:17:41, 34.275129318237305 mm, 0.09333333333333334 Hz
2024-01-25 14:17:41, 34.28854751586914 mm, 0.09333333333333334 Hz
2024-01-25 14:17:41, 34.31209087371826 mm, 0.09333333333333334 Hz
2024-01-25 14:17:41, 34.27261161804199 mm, 0.09333333333333334 Hz
2024-01-25 14:17:41, 34.2381649017334 mm, 0.09333333333333334 Hz
2024-01-25 14:17:41, 34.191773414611816 mm, 0.09333333333333334 Hz
2024-01-25 14:17:41, 34.220561027526855 mm, 0.09333333333333334 Hz
2024-01-25 14:17:42, 34.19123554229736 mm, 0.09333333333333334 Hz
2024-01-25 14:17:42, 34.1866979598999 mm, 0.09333333333333334 Hz
2024-01-25 14:17:42, 34.149115562438965 mm, 0.09333333333333334 Hz
2024-01-25 14:17:42, 34.187255859375 mm, 0.09333333333333334 Hz
2024-01-25 14:17:42, 34.2059326171875 mm, 0.09333333333333334 Hz
2024-01-25 14:17:42, 34.20757484436035 mm, 0.09333333333333334 Hz
2024-01-25 14:17:42, 34.242347717285156 mm, 0.09333333333333334 Hz
2024-01-25 14:17:42, 34.307390213012695 mm, 0.09333333333333334 Hz
2024-01-25 14:17:42, 34.33682155609131 mm, 0.09333333333333334 Hz
2024-01-25 14:17:42, 34.30345344543457 mm, 0.09333333333333334 Hz
2024-01-25 14:17:42, 34.36090278625488 mm, 0.09333333333333334 Hz
2024-01-25 14:17:43, 34.35317802429199 mm, 0.09333333333333334 Hz
2024-01-25 14:17:43, 34.367995262145996 mm, 0.09333333333333334 Hz
2024-01-25 14:17:43, 34.36116600036621 mm, 0.09333333333333334 Hz
2024-01-25 14:17:43, 34.42031192779541 mm, 0.09333333333333334 Hz
2024-01-25 14:17:43, 34.50480937957764 mm, 0.09333333333333334 Hz
2024-01-25 14:17:43, 34.56182670593262 mm, 0.09333333333333334 Hz
2024-01-25 14:17:43, 34.603511810302734 mm, 0.09333333333333334 Hz
2024-01-25 14:17:43, 34.622446060180664 mm, 0.09333333333333334 Hz
2024-01-25 14:17:43, 34.586265563964844 mm, 0.09333333333333334 Hz
2024-01-25 14:17:43, 34.54800510406494 mm, 0.09333333333333334 Hz
2024-01-25 14:17:43, 34.54029178619385 mm, 0.09333333333333334 Hz
2024-01-25 14:17:44, 34.53254413604736 mm, 0.09333333333333334 Hz
2024-01-25 14:17:44, 34.54487228393555 mm, 0.09333333333333334 Hz
2024-01-25 14:17:44, 34.59825038909912 mm, 0.09333333333333334 Hz
2024-01-25 14:17:44, 34.58064937591553 mm, 0.09333333333333334 Hz
2024-01-25 14:17:44, 34.58480644226074 mm, 0.09333333333333334 Hz
2024-01-25 14:17:44, 34.57770538330078 mm, 0.09333333333333334 Hz
2024-01-25 14:17:44, 34.54662609100342 mm, 0.09333333333333334 Hz
2024-01-25 14:17:44, 34.517300605773926 mm, 0.09333333333333334 Hz
2024-01-25 14:17:44, 34.42902660369873 mm, 0.09333333333333334 Hz
2024-01-25 14:17:44, 34.37502479553223 mm, 0.09333333333333334 Hz
2024-01-25 14:17:44, 34.32973766326904 mm, 0.09333333333333334 Hz
2024-01-25 14:17:45, 34.30659770965576 mm, 0.09333333333333334 Hz
2024-01-25 14:17:45, 34.282748222351074 mm, 0.09333333333333334 Hz
2024-01-25 14:17:45, 34.27229404449463 mm, 0.09333333333333334 Hz
2024-01-25 14:17:45, 34.256375312805176 mm, 0.09333333333333334 Hz
2024-01-25 14:17:45, 34.19574165344238 mm, 0.09333333333333334 Hz
2024-01-25 14:17:45, 34.24654483795166 mm, 0.09333333333333334 Hz
2024-01-25 14:17:45, 34.205918312072754 mm, 0.09333333333333334 Hz
2024-01-25 14:17:45, 34.196102142333984 mm, 0.09333333333333334 Hz
2024-01-25 14:17:45, 34.21388912200928 mm, 0.09333333333333334 Hz
2024-01-25 14:17:45, 34.246965408325195 mm, 0.09333333333333334 Hz
2024-01-25 14:17:45, 34.259817123413086 mm, 0.09333333333333334 Hz
2024-01-25 14:17:46, 34.28654766082764 mm, 0.09333333333333334 Hz
2024-01-25 14:17:46, 34.275200843811035 mm, 0.09333333333333334 Hz
2024-01-25 14:17:46, 34.2680025100708 mm, 0.09333333333333334 Hz
2024-01-25 14:17:46, 34.2690954208374 mm, 0.09333333333333334 Hz
2024-01-25 14:17:46, 34.26317024230957 mm, 0.09333333333333334 Hz
2024-01-25 14:17:46, 34.251248359680176 mm, 0.09333333333333334 Hz
2024-01-25 14:17:46, 34.323575019836426 mm, 0.09333333333333334 Hz
2024-01-25 14:17:46, 34.373382568359375 mm, 0.09333333333333334 Hz
2024-01-25 14:17:46, 34.33945369720459 mm, 0.09333333333333334 Hz
2024-01-25 14:17:46, 34.29965686798096 mm, 0.09333333333333334 Hz
2024-01-25 14:17:46, 34.24614715576172 mm, 0.09333333333333334 Hz
2024-01-25 14:17:46, 34.172329902648926 mm, 0.09333333333333334 Hz
2024-01-25 14:17:47, 34.19843673706055 mm, 0.09333333333333334 Hz
2024-01-25 14:17:47, 34.25650405883789 mm, 0.09333333333333334 Hz
2024-01-25 14:17:47, 34.23776721954346 mm, 0.09333333333333334 Hz
2024-01-25 14:17:47, 34.273006439208984 mm, 0.09333333333333334 Hz
2024-01-25 14:17:47, 34.256195068359375 mm, 0.09333333333333334 Hz
2024-01-25 14:17:47, 34.21685314178467 mm, 0.09333333333333334 Hz
2024-01-25 14:17:47, 34.200130462646484 mm, 0.09333333333333334 Hz
2024-01-25 14:17:47, 34.18863773345947 mm, 0.09333333333333334 Hz
2024-01-25 14:17:47, 34.17642688751221 mm, 0.09333333333333334 Hz
2024-01-25 14:17:47, 34.16480541229248 mm, 0.09333333333333334 Hz
2024-01-25 14:17:48, 34.159549713134766 mm, 0.09333333333333334 Hz
2024-01-25 14:17:48, 34.15161895751953 mm, 0.09333333333333334 Hz
2024-01-25 14:17:48, 34.203572273254395 mm, 0.09333333333333334 Hz
2024-01-25 14:17:48, 34.22575092315674 mm, 0.09333333333333334 Hz
2024-01-25 14:17:48, 34.22868061065674 mm, 0.09333333333333334 Hz
2024-01-25 14:17:48, 34.24406147003174 mm, 0.09333333333333334 Hz
2024-01-25 14:17:48, 34.21273326873779 mm, 0.09333333333333334 Hz
2024-01-25 14:17:48, 34.21461296081543 mm, 0.09333333333333334 Hz
2024-01-25 14:17:48, 34.173980712890625 mm, 0.09333333333333334 Hz
2024-01-25 14:17:48, 34.155263900756836 mm, 0.09333333333333334 Hz
2024-01-25 14:17:48, 34.12284564971924 mm, 0.09333333333333334 Hz
2024-01-25 14:17:48, 34.12565803527832 mm, 0.09333333333333334 Hz
2024-01-25 14:17:49, 34.188446044921875 mm, 0.09333333333333334 Hz
2024-01-25 14:17:49, 34.1713228225708 mm, 0.09333333333333334 Hz
2024-01-25 14:17:49, 34.09206676483154 mm, 0.09333333333333334 Hz
2024-01-25 14:17:49, 34.09035301208496 mm, 0.09333333333333334 Hz
2024-01-25 14:17:49, 34.09446430206299 mm, 0.09333333333333334 Hz
2024-01-25 14:17:49, 34.08328628540039 mm, 0.09333333333333334 Hz
2024-01-25 14:17:49, 34.062652587890625 mm, 0.09333333333333334 Hz
2024-01-25 14:17:49, 34.02571105957031 mm, 0.09333333333333334 Hz
2024-01-25 14:17:49, 34.01372051239014 mm, 0.09333333333333334 Hz
2024-01-25 14:17:49, 33.94511604309082 mm, 0.09333333333333334 Hz
2024-01-25 14:17:49, 34.03207969665527 mm, 0.09333333333333334 Hz
2024-01-25 14:17:50, 34.04238224029541 mm, 0.09333333333333334 Hz
2024-01-25 14:17:50, 34.045918464660645 mm, 0.09333333333333334 Hz
2024-01-25 14:17:50, 33.99284362792969 mm, 0.09333333333333334 Hz
2024-01-25 14:17:50, 33.97687339782715 mm, 0.09333333333333334 Hz
2024-01-25 14:17:50, 33.94732475280762 mm, 0.09333333333333334 Hz
2024-01-25 14:17:50, 33.89145469665527 mm, 0.09333333333333334 Hz
2024-01-25 14:17:50, 33.85016441345215 mm, 0.09333333333333334 Hz
2024-01-25 14:17:50, 33.82173156738281 mm, 0.09333333333333334 Hz
2024-01-25 14:17:50, 33.85448169708252 mm, 0.09333333333333334 Hz
2024-01-25 14:17:50, 33.922611236572266 mm, 0.09333333333333334 Hz
2024-01-25 14:17:50, 33.98418045043945 mm, 0.09333333333333334 Hz
2024-01-25 14:17:51, 33.96336650848389 mm, 0.09333333333333334 Hz
2024-01-25 14:17:51, 33.92453098297119 mm, 0.09333333333333334 Hz
2024-01-25 14:17:51, 33.952606201171875 mm, 0.09333333333333334 Hz
2024-01-25 14:17:51, 33.96367263793945 mm, 0.09333333333333334 Hz
2024-01-25 14:17:51, 33.92204189300537 mm, 0.09333333333333334 Hz
2024-01-25 14:17:51, 33.949673652648926 mm, 0.09333333333333334 Hz
2024-01-25 14:17:51, 33.99635696411133 mm, 0.04666666666666667 Hz
2024-01-25 14:17:51, 34.01447010040283 mm, 0.04666666666666667 Hz
2024-01-25 14:17:51, 34.053955078125 mm, 0.04666666666666667 Hz
2024-01-25 14:17:51, 34.12476825714111 mm, 0.04666666666666667 Hz
2024-01-25 14:17:51, 34.120737075805664 mm, 0.04666666666666667 Hz
2024-01-25 14:17:51, 34.133113861083984 mm, 0.04666666666666667 Hz
2024-01-25 14:17:52, 34.17923355102539 mm, 0.04666666666666667 Hz
2024-01-25 14:17:52, 34.13766574859619 mm, 0.04666666666666667 Hz
2024-01-25 14:17:52, 34.09889030456543 mm, 0.04666666666666667 Hz
2024-01-25 14:17:52, 34.084144592285156 mm, 0.04666666666666667 Hz
2024-01-25 14:17:52, 34.09556579589844 mm, 0.04666666666666667 Hz
2024-01-25 14:17:52, 34.114540100097656 mm, 0.04666666666666667 Hz
2024-01-25 14:17:52, 34.0938777923584 mm, 0.04666666666666667 Hz
2024-01-25 14:17:52, 34.11107540130615 mm, 0.04666666666666667 Hz
2024-01-25 14:17:52, 34.09119129180908 mm, 0.04666666666666667 Hz
2024-01-25 14:17:52, 34.09248161315918 mm, 0.04666666666666667 Hz
2024-01-25 14:17:52, 34.10406017303467 mm, 0.04666666666666667 Hz
2024-01-25 14:17:52, 34.06289577484131 mm, 0.04666666666666667 Hz
2024-01-25 14:17:53, 34.07985591888428 mm, 0.04666666666666667 Hz
2024-01-25 14:17:53, 34.08483409881592 mm, 0.04666666666666667 Hz
2024-01-25 14:17:53, 34.09087657928467 mm, 0.04666666666666667 Hz
2024-01-25 14:17:53, 34.10581111907959 mm, 0.04666666666666667 Hz
2024-01-25 14:17:53, 34.10694980621338 mm, 0.04666666666666667 Hz
2024-01-25 14:17:53, 34.07842254638672 mm, 0.04666666666666667 Hz
2024-01-25 14:17:53, 34.07542133331299 mm, 0.04666666666666667 Hz
2024-01-25 14:17:53, 34.11816215515137 mm, 0.04666666666666667 Hz
2024-01-25 14:17:53, 34.20032215118408 mm, 0.04666666666666667 Hz
2024-01-25 14:17:53, 34.25614643096924 mm, 0.04666666666666667 Hz
2024-01-25 14:17:53, 34.32307147979736 mm, 0.04666666666666667 Hz
2024-01-25 14:17:53, 34.29295349121094 mm, 0.04666666666666667 Hz
2024-01-25 14:17:54, 34.31884288787842 mm, 0.04666666666666667 Hz
2024-01-25 14:17:54, 34.35650825500488 mm, 0.04666666666666667 Hz
2024-01-25 14:17:54, 34.36362075805664 mm, 0.04666666666666667 Hz
2024-01-25 14:17:54, 34.34333610534668 mm, 0.04666666666666667 Hz
2024-01-25 14:17:54, 34.33088779449463 mm, 0.04666666666666667 Hz
2024-01-25 14:17:54, 34.35086917877197 mm, 0.04666666666666667 Hz
2024-01-25 14:17:54, 34.333428382873535 mm, 0.04666666666666667 Hz
2024-01-25 14:17:54, 34.35050868988037 mm, 0.04666666666666667 Hz
2024-01-25 14:17:54, 34.44352054595947 mm, 0.04666666666666667 Hz
2024-01-25 14:17:54, 34.492878913879395 mm, 0.04666666666666667 Hz
2024-01-25 14:17:54, 34.52304553985596 mm, 0.04666666666666667 Hz
2024-01-25 14:17:55, 34.537410736083984 mm, 0.04666666666666667 Hz
2024-01-25 14:17:55, 34.53468132019043 mm, 0.04666666666666667 Hz
2024-01-25 14:17:55, 34.54179096221924 mm, 0.04666666666666667 Hz
2024-01-25 14:17:55, 34.545724868774414 mm, 0.04666666666666667 Hz
2024-01-25 14:17:55, 34.5097131729126 mm, 0.04666666666666667 Hz
2024-01-25 14:17:55, 34.546051025390625 mm, 0.04666666666666667 Hz
2024-01-25 14:17:55, 34.506832122802734 mm, 0.04666666666666667 Hz
2024-01-25 14:17:55, 34.511884689331055 mm, 0.04666666666666667 Hz
2024-01-25 14:17:55, 34.480224609375 mm, 0.04666666666666667 Hz
2024-01-25 14:17:55, 34.45659255981445 mm, 0.04666666666666667 Hz
2024-01-25 14:17:55, 34.44412708282471 mm, 0.04666666666666667 Hz
2024-01-25 14:17:56, 34.46989345550537 mm, 0.04666666666666667 Hz
2024-01-25 14:17:56, 34.39796733856201 mm, 0.04666666666666667 Hz
2024-01-25 14:17:56, 34.368544578552246 mm, 0.04666666666666667 Hz
2024-01-25 14:17:56, 34.396636962890625 mm, 0.04666666666666667 Hz
2024-01-25 14:17:56, 34.4309606552124 mm, 0.04666666666666667 Hz
2024-01-25 14:17:56, 34.48944282531738 mm, 0.04666666666666667 Hz
2024-01-25 14:17:56, 34.51419925689697 mm, 0.04666666666666667 Hz
2024-01-25 14:17:56, 34.497053146362305 mm, 0.04666666666666667 Hz
2024-01-25 14:23:20, 0 mm, 0 Hz
2024-01-25 14:27:02, 0 mm, 0 Hz
2024-01-25 14:27:02, 0 mm, 0 Hz
2024-01-25 14:27:03, 0 mm, 0 Hz
2024-01-25 14:27:03, 0 mm, 0 Hz
2024-01-25 14:27:04, 0 mm, 0 Hz
2024-01-25 14:27:04, 0 mm, 0 Hz
2024-01-25 14:27:05, 0 mm, 0 Hz
2024-01-25 14:27:05, 0 mm, 0 Hz
2024-01-25 14:27:06, 0 mm, 0 Hz
2024-01-25 14:27:06, 0 mm, 0 Hz
2024-01-25 14:27:07, 0 mm, 0 Hz
2024-01-25 14:27:07, 0 mm, 0 Hz
2024-01-25 14:27:08, 0 mm, 0 Hz
2024-01-25 14:27:08, 0 mm, 0 Hz
2024-01-25 14:27:09, 0 mm, 0 Hz
2024-01-25 14:27:09, 0 mm, 0 Hz
2024-01-25 14:27:10, 0 mm, 0 Hz
2024-01-25 14:27:10, 0 mm, 0 Hz
2024-01-25 14:27:11, 0 mm, 0 Hz
2024-01-25 14:27:11, 0 mm, 0 Hz
2024-01-25 14:27:12, 0 mm, 0 Hz
2024-01-25 14:27:12, 0 mm, 0 Hz
2024-01-25 14:27:13, 0 mm, 0 Hz
2024-01-25 14:27:13, 0 mm, 0 Hz
2024-01-25 14:27:14, 0 mm, 0 Hz
2024-01-25 14:27:15, 0 mm, 0 Hz
2024-01-25 14:27:15, 0 mm, 0 Hz
2024-01-25 14:27:15, 0 mm, 0 Hz
2024-01-25 14:27:16, 0 mm, 0 Hz
2024-01-25 14:27:16, 0 mm, 0 Hz
2024-01-25 14:27:17, 0 mm, 0 Hz
2024-01-25 14:27:17, 0 mm, 0 Hz
2024-01-25 14:27:18, 0 mm, 0 Hz
2024-01-25 14:27:19, 0 mm, 0 Hz
2024-01-25 14:27:19, 0 mm, 0 Hz
2024-01-25 14:27:20, 0 mm, 0 Hz
2024-01-25 14:27:20, 0 mm, 0 Hz
2024-01-25 14:27:21, 0 mm, 0 Hz
2024-01-25 14:27:21, 0 mm, 0 Hz
2024-01-25 14:27:22, 0 mm, 0 Hz
2024-01-25 14:27:22, 0 mm, 0 Hz
2024-01-25 14:27:23, 0 mm, 0 Hz
2024-01-25 14:27:23, 0 mm, 0 Hz
2024-01-25 14:27:24, 0 mm, 0 Hz
2024-01-25 14:27:24, 0 mm, 0 Hz
2024-01-25 14:27:25, 0 mm, 0 Hz
2024-01-25 14:27:25, 0 mm, 0 Hz
2024-01-25 14:27:26, 0 mm, 0 Hz
2024-01-25 14:27:26, 0 mm, 0 Hz
2024-01-25 14:27:27, 0 mm, 0 Hz
2024-01-25 14:27:27, 0 mm, 0 Hz
2024-01-25 14:27:28, 0 mm, 0 Hz
2024-01-25 14:27:28, 0 mm, 0 Hz
2024-01-25 14:27:29, 0 mm, 0 Hz
2024-01-25 14:27:29, 0 mm, 0 Hz
2024-01-25 14:27:30, 0 mm, 0 Hz
2024-01-25 14:27:30, 0 mm, 0 Hz
2024-01-25 14:27:31, 0 mm, 0 Hz
2024-01-25 14:27:31, 0 mm, 0 Hz
2024-01-25 14:27:32, 0 mm, 0 Hz
2024-01-25 14:27:32, 0 mm, 0 Hz
2024-01-25 14:27:33, 0 mm, 0 Hz
2024-01-25 14:27:33, 0 mm, 0 Hz
2024-01-25 14:27:34, 0 mm, 0 Hz
2024-01-25 14:27:34, 0 mm, 0 Hz
2024-01-25 14:27:35, 0 mm, 0 Hz
2024-01-25 14:27:35, 0 mm, 0 Hz
2024-01-25 14:27:36, 0 mm, 0 Hz
2024-01-25 14:27:36, 0 mm, 0 Hz
2024-01-25 14:27:37, 0 mm, 0 Hz
2024-01-25 14:27:37, 0 mm, 0 Hz
2024-01-25 14:27:38, 0 mm, 0 Hz
2024-01-25 14:27:38, 0 mm, 0 Hz
2024-01-25 14:27:39, 0 mm, 0 Hz
2024-01-25 14:27:39, 0 mm, 0 Hz
2024-01-25 14:27:40, 0 mm, 0 Hz
2024-01-25 14:27:41, 0 mm, 0 Hz
2024-01-25 14:27:41, 0 mm, 0 Hz
2024-01-25 14:27:42, 0 mm, 0 Hz
2024-01-25 14:27:42, 0 mm, 0 Hz
2024-01-25 14:27:42, 0 mm, 0 Hz
2024-01-25 14:27:43, 0 mm, 0 Hz
2024-01-25 14:27:44, 0 mm, 0 Hz
2024-01-25 14:27:44, 0 mm, 0 Hz
2024-01-25 14:27:45, 0 mm, 0 Hz
2024-01-25 14:27:45, 0 mm, 0 Hz
2024-01-25 14:27:46, 0 mm, 0 Hz
2024-01-25 14:27:46, 0 mm, 0 Hz
2024-01-25 14:27:47, 0 mm, 0 Hz
2024-01-25 14:27:47, 0 mm, 0 Hz
2024-01-25 14:27:48, 0 mm, 0 Hz
2024-01-25 14:27:48, 0 mm, 0 Hz
2024-01-25 14:27:49, 0 mm, 0 Hz
2024-01-25 14:27:49, 0 mm, 0 Hz
2024-01-25 14:27:50, 0 mm, 0 Hz
2024-01-25 14:27:50, 0 mm, 0 Hz
2024-01-25 14:27:51, 0 mm, 0 Hz
2024-01-25 14:27:51, 0 mm, 0 Hz
2024-01-25 14:27:52, 0 mm, 0 Hz
2024-01-25 14:27:52, 0 mm, 0 Hz
2024-01-25 14:27:53, 0 mm, 0 Hz
2024-01-25 14:27:53, 0 mm, 0 Hz
2024-01-25 14:27:54, 0 mm, 0 Hz
2024-01-25 14:27:54, 0 mm, 0 Hz
2024-01-25 14:27:55, 0 mm, 0 Hz
2024-01-25 14:27:55, 0 mm, 0 Hz
2024-01-25 14:27:56, 0 mm, 0 Hz
2024-01-25 14:27:56, 0 mm, 0 Hz
2024-01-25 14:27:57, 0 mm, 0 Hz
2024-01-25 14:27:57, 0 mm, 0 Hz
2024-01-25 14:27:58, 0 mm, 0 Hz
2024-01-25 14:27:58, 0 mm, 0 Hz
2024-01-25 14:27:59, 0 mm, 0 Hz
2024-01-25 14:28:00, 0 mm, 0 Hz
2024-01-25 14:28:00, 0 mm, 0 Hz
2024-01-25 14:28:00, 0 mm, 0 Hz
2024-01-25 14:28:01, 0 mm, 0 Hz
2024-01-25 14:28:01, 0 mm, 0 Hz
2024-01-25 14:28:02, 0 mm, 0 Hz
2024-01-25 14:28:02, 0 mm, 0 Hz
2024-01-25 14:28:03, 0 mm, 0 Hz
2024-01-25 14:28:04, 0 mm, 0 Hz
2024-01-25 14:28:04, 0 mm, 0 Hz
2024-01-25 14:28:05, 0 mm, 0 Hz
2024-01-25 14:28:05, 0 mm, 0 Hz
2024-01-25 14:28:06, 0 mm, 0 Hz
2024-01-25 14:28:06, 0 mm, 0 Hz
2024-01-25 14:28:07, 0 mm, 0 Hz
2024-01-25 14:28:07, 0 mm, 0 Hz
2024-01-25 14:28:08, 0 mm, 0 Hz
2024-01-25 14:28:08, 0 mm, 0 Hz
2024-01-25 14:28:09, 0 mm, 0 Hz
2024-01-25 14:28:09, 0 mm, 0 Hz
2024-01-25 14:28:10, 0 mm, 0 Hz
2024-01-25 14:28:10, 0 mm, 0 Hz
2024-01-25 14:28:11, 0 mm, 0 Hz
2024-01-25 14:28:11, 0 mm, 0 Hz
2024-01-25 14:28:12, 0 mm, 0 Hz
2024-01-25 14:28:12, 0 mm, 0 Hz
2024-01-25 14:28:13, 0 mm, 0 Hz
